id,user_id,vehicle_model,battery_capacity_kwh,charging_station_id,charging_station_location,charging_start,charging_end,energy_consumed,charging_duration_hours,charging_rate_kw,charging_cost_usd,time_of_day,day_of_week,soc_start_pct,soc_end_pct,distance_km,temperature_c,vehicle_age_years,charger_type,user_type
344,User_344,BMW i3,50,Station_44,New York,2024-01-15 07:00,2024-01-15 08:38,56.69,2.39,45,32.99,Morning,Friday,46.59,76.38,140.3,25.1,0,DC Fast Charger,Long-Distance Traveler
345,User_345,Nissan Leaf,85,Station_238,Houston,2024-01-15 08:00,2024-01-15 10:14,40.16,2.52,28.48,13.37,Evening,Wednesday,35.04,94.56,94,13.4,2,DC Fast Charger,Casual Driver
346,User_346,Nissan Leaf,62,Station_134,Houston,2024-01-15 09:00,2024-01-15 11:59,42.52,0.93,39.91,7.23,Morning,Saturday,88.95,63.74,191.1,10.3,4,Level 2,Casual Driver
347,User_347,Chevy Bolt,50,Station_461,Los Angeles,2024-01-15 10:00,2024-01-15 11:33,29.3,1.87,30.98,37.16,Afternoon,Wednesday,125.09,97.06,296.2,7.6,7,Level 2,Commuter
348,User_348,Tesla Model 3,50,Station_192,New York,2024-01-15 11:00,2024-01-15 12:10,67.23,0.5,37.24,21.01,Morning,Wednesday,38.02,94.37,57.6,12.3,6,DC Fast Charger,Commuter
349,User_349,Nissan Leaf,85,Station_356,New York,2024-01-15 12:00,2024-01-15 13:40,0,2.92,17.93,28,Night,Monday,35.8,95.56,73,-4.1,5,Level 1,Casual Driver
350,User_350,Hyundai Kona,50,Station_278,New York,2024-01-15 13:00,2024-01-15 14:25,76.72,3.77,44.14,35.85,Night,Wednesday,10.9,69.96,247.4,28,0,Level 1,Casual Driver
351,User_351,Nissan Leaf,62,Station_18,Chicago,2024-01-15 14:00,2024-01-15 17:00,60.97,2.5,6.68,37.05,Afternoon,Wednesday,75.86,92.36,266.8,20.5,6,Level 1,Commuter
352,User_352,Nissan Leaf,62,Station_12,Chicago,2024-01-15 15:00,2024-01-15 15:54,48.32,2.31,19.59,49.14,Afternoon,Friday,27.01,55.86,161.4,3.5,2,DC Fast Charger,Commuter
353,User_353,Tesla Model 3,62,Station_180,Los Angeles,2024-01-15 16:00,2024-01-15 18:14,65.54,1.16,31.86,37.49,Evening,Monday,25.2,96.76,78.6,0.9,6,Level 2,Commuter
354,User_354,BMW i3,100,Station_123,New York,2024-01-15 17:00,2024-01-15 19:43,68.75,0.55,10.76,28.29,Afternoon,Thursday,81.28,66.08,284.8,13.8,3,DC Fast Charger,Commuter
355,User_355,Nissan Leaf,85,Station_246,New York,2024-01-15 18:00,2024-01-15 20:28,67.44,1.81,16.1,15,Night,Thursday,89.87,93.9,36.1,34.1,3,Level 1,Casual Driver
356,User_356,Chevy Bolt,75,Station_222,Houston,2024-01-15 19:00,2024-01-15 22:11,10.45,1.43,39.89,32.56,Afternoon,Wednesday,82.76,60.78,85.9,20.6,0,Level 2,Long-Distance Traveler
357,User_357,BMW i3,100,Station_373,Houston,2024-01-15 20:00,2024-01-15 23:40,30.81,1.04,18.98,18.35,Night,Saturday,60.73,61.21,155.7,29.1,5,Level 2,Casual Driver
358,User_358,Hyundai Kona,85,Station_51,Los Angeles,2024-01-15 21:00,2024-01-15 21:38,62.1,2.48,30.53,8.86,Afternoon,Tuesday,43.89,81.47,285.8,-8.6,1,Level 1,Commuter
359,User_359,Tesla Model 3,100,Station_488,New York,2024-01-15 22:00,2024-01-15 23:29,28.86,2.11,38.34,37.45,Night,Monday,27.68,92.57,107,13.2,2,Level 2,Casual Driver
360,User_360,Hyundai Kona,75,Station_71,Los Angeles,2024-01-15 23:00,2024-01-16 01:34,33.37,2.49,41.93,7.41,Evening,Sunday,58.61,71.22,279.5,15.4,8,Level 1,Commuter
361,User_361,BMW i3,78,Station_480,Houston,2024-01-16 00:00,2024-01-16 01:18,73.09,1.75,30.39,9.6,Morning,Tuesday,29.67,99.86,227.7,2.6,7,DC Fast Charger,Casual Driver
362,User_362,BMW i3,75,Station_48,Houston,2024-01-16 01:00,2024-01-16 02:20,26.99,3.55,46.58,36.5,Morning,Monday,23.69,56.11,237.5,25.1,1,Level 2,Commuter
363,User_363,BMW i3,85,Station_19,Chicago,2024-01-16 02:00,2024-01-16 05:37,6.94,3.29,13.29,16.89,Night,Monday,88.61,81.44,230.3,1.2,3,Level 1,Commuter
364,User_364,Hyundai Kona,50,Station_262,Los Angeles,2024-01-16 03:00,2024-01-16 04:39,42.29,2.01,37.81,7.81,Afternoon,Friday,81.1,92.83,242.5,36.8,11,Level 1,Casual Driver
365,User_365,BMW i3,100,Station_84,Los Angeles,2024-01-16 04:00,2024-01-16 05:06,30.04,1.64,13.37,35.95,Afternoon,Wednesday,14.36,80.39,217.9,35,6,DC Fast Charger,Commuter
366,User_366,Hyundai Kona,62,Station_155,New York,2024-01-16 05:00,2024-01-16 06:00,10.39,1.24,47.77,21.49,Morning,Friday,56.66,73.29,188.2,16.8,0,Level 2,Long-Distance Traveler
367,User_367,BMW i3,50,Station_53,New York,2024-01-16 06:00,2024-01-16 09:18,45.72,2.87,47.84,31.23,Night,Saturday,35.42,88.85,156.9,34.3,7,Level 2,Commuter
368,User_368,Chevy Bolt,50,Station_107,Chicago,2024-01-16 07:00,2024-01-16 08:31,24.6,2.01,11.82,29.23,Afternoon,Sunday,51.19,63.47,263.8,14.2,1,Level 2,Commuter
369,User_369,BMW i3,62,Station_357,San Francisco,2024-01-16 08:00,2024-01-16 10:02,23.15,3.28,25.4,11,Morning,Tuesday,76.82,50.97,61,15.6,4,Level 2,Commuter
370,User_370,Hyundai Kona,85,Station_304,San Francisco,2024-01-16 09:00,2024-01-16 12:35,52.72,0.56,6.42,34.4,Night,Tuesday,37.68,81.91,225.3,0.2,7,DC Fast Charger,Long-Distance Traveler
371,User_371,Nissan Leaf,100,Station_135,San Francisco,2024-01-16 10:00,2024-01-16 10:43,0,2.27,46.49,36.94,Evening,Thursday,15.27,60.95,264.9,36.6,4,DC Fast Charger,Casual Driver
372,User_372,BMW i3,49,Station_443,Los Angeles,2024-01-16 11:00,2024-01-16 14:13,68.25,1.63,29.21,9.46,Afternoon,Saturday,85.9,91.28,50.4,37.5,0,Level 2,Long-Distance Traveler
373,User_373,Nissan Leaf,85,Station_69,Los Angeles,2024-01-16 12:00,2024-01-16 15:13,56.42,0.83,25.4,29.85,Afternoon,Sunday,32.61,65.16,12.8,17.6,4,Level 1,Long-Distance Traveler
374,User_374,Chevy Bolt,75,Station_11,Houston,2024-01-16 13:00,2024-01-16 14:48,52.9,1.55,15.57,18.54,Night,Saturday,89.84,97.5,36.7,32.6,3,Level 2,Long-Distance Traveler
375,User_375,Tesla Model 3,50,Station_143,Los Angeles,2024-01-16 14:00,2024-01-16 14:37,28.16,2.29,23.39,29.76,Morning,Friday,72.9,18.7,23.5,15.4,3,Level 2,Casual Driver
376,User_376,Chevy Bolt,100,Station_192,Los Angeles,2024-01-16 15:00,2024-01-16 18:03,1.36,1.57,16.27,23.87,Night,Friday,40.92,83.07,0,-6.6,3,Level 1,Commuter
377,User_377,BMW i3,85,Station_387,Los Angeles,2024-01-16 16:00,2024-01-16 17:05,8.93,3.78,0,0.23,Morning,Saturday,86.75,71.8,275.1,1.4,2,Level 2,Long-Distance Traveler
378,User_378,Nissan Leaf,75,Station_378,Chicago,2024-01-16 17:00,2024-01-16 18:17,55.78,1.38,46.33,30.47,Night,Friday,29.61,88.38,10.9,14.2,4,Level 1,Commuter
379,User_379,Nissan Leaf,85,Station_69,Los Angeles,2024-01-16 18:00,2024-01-16 19:54,16.67,1.81,32.99,28.16,Evening,Thursday,77.49,88.67,281.9,33.7,6,DC Fast Charger,Long-Distance Traveler
380,User_380,Hyundai Kona,100,Station_23,New York,2024-01-16 19:00,2024-01-16 19:57,13.28,1.76,59.15,13.61,Afternoon,Sunday,76.56,81.58,257.6,4.2,5,Level 1,Long-Distance Traveler
381,User_381,Nissan Leaf,50,Station_181,New York,2024-01-16 20:00,2024-01-16 23:45,7.67,0.75,25.46,17.36,Morning,Sunday,86.16,81.62,53.3,27.3,3,DC Fast Charger,Long-Distance Traveler
382,User_382,Hyundai Kona,75,Station_293,Houston,2024-01-16 21:00,2024-01-17 00:39,0,3.62,23.22,17.86,Evening,Friday,70.6,89.35,71.3,33.1,4,Level 2,Long-Distance Traveler
383,User_383,Tesla Model 3,62,Station_9,Chicago,2024-01-16 22:00,2024-01-17 01:57,64.94,3.64,49.32,15.32,Night,Friday,49.3,73.24,41.8,12.3,4,Level 1,Long-Distance Traveler
384,User_384,BMW i3,100,Station_271,New York,2024-01-16 23:00,2024-01-17 02:53,70.06,3.4,42.95,15.24,Morning,Sunday,95.79,66.38,164,38.9,1,Level 1,Long-Distance Traveler
385,User_385,Hyundai Kona,85,Station_387,Chicago,2024-01-17 00:00,2024-01-17 03:57,0,1.33,27.85,24.65,Morning,Saturday,10.01,58.15,284.6,22.2,7,Level 2,Casual Driver
386,User_386,Tesla Model 3,100,Station_93,Chicago,2024-01-17 01:00,2024-01-17 02:20,46.56,1.67,35.78,23.56,Evening,Sunday,77.28,95.75,197.5,1.7,2,DC Fast Charger,Commuter
387,User_387,Nissan Leaf,50,Station_454,Houston,2024-01-17 02:00,2024-01-17 04:13,54.88,1.89,6.99,6.56,Night,Saturday,64.28,82.38,127.1,30.6,3,Level 1,Commuter
388,User_388,Nissan Leaf,50,Station_17,Chicago,2024-01-17 03:00,2024-01-17 06:19,13.73,6.18,12.48,21.09,Evening,Friday,82.91,90.83,166.7,6.8,2,Level 1,Casual Driver
389,User_389,Tesla Model 3,75,Station_154,Los Angeles,2024-01-17 04:00,2024-01-17 06:10,74.22,2.83,3.57,29.17,Night,Friday,55.29,90.1,0,3.2,4,Level 2,Long-Distance Traveler
390,User_390,Nissan Leaf,50,Station_405,Chicago,2024-01-17 05:00,2024-01-17 05:58,20.58,1.54,37.03,31.68,Evening,Saturday,22.54,84.67,205.5,6.7,2,DC Fast Charger,Casual Driver
391,User_391,Tesla Model 3,75,Station_328,Houston,2024-01-17 06:00,2024-01-17 08:36,36.05,1.65,49.85,7.46,Evening,Tuesday,46.33,52.15,57.7,6.9,4,Level 2,Casual Driver
392,User_392,Hyundai Kona,62,Station_149,Houston,2024-01-17 07:00,2024-01-17 08:51,31.74,1.96,11.13,11.74,Evening,Wednesday,58.97,81.67,87.3,-9.6,3,Level 1,Casual Driver
393,User_393,Hyundai Kona,85,Station_377,Houston,2024-01-17 08:00,2024-01-17 08:39,64.54,3.97,17.56,32.97,Evening,Tuesday,17.19,57.14,258.4,12.3,7,Level 2,Commuter
394,User_394,Tesla Model 3,85,Station_267,New York,2024-01-17 09:00,2024-01-17 11:15,41.57,2.53,27.88,37.11,Night,Friday,25.53,73.36,240.4,-2.1,0,Level 2,Casual Driver
395,User_395,Hyundai Kona,75,Station_422,Los Angeles,2024-01-17 10:00,2024-01-17 13:16,34.38,3.15,3.81,35.35,Afternoon,Monday,41.11,63.03,150.8,18,6,DC Fast Charger,Long-Distance Traveler
396,User_396,Hyundai Kona,61,Station_328,New York,2024-01-17 11:00,2024-01-17 14:59,12.12,2.85,8,37.31,Evening,Monday,30.07,90.21,256.2,21,2,DC Fast Charger,Casual Driver
397,User_397,Hyundai Kona,85,Station_106,San Francisco,2024-01-17 12:00,2024-01-17 12:30,48.27,3.65,43.14,10.33,Night,Thursday,60.6,71.95,0,33.5,4,Level 2,Commuter
398,User_398,Chevy Bolt,50,Station_472,Los Angeles,2024-01-17 13:00,2024-01-17 14:08,26.4,0.96,47.76,10.57,Afternoon,Tuesday,29.48,87.34,247.3,22.9,7,Level 2,Commuter
399,User_399,BMW i3,62,Station_381,Chicago,2024-01-17 14:00,2024-01-17 14:50,54.63,2.23,27.77,37.76,Morning,Saturday,55.81,60.03,246.3,-4.4,2,Level 2,Long-Distance Traveler
400,User_400,Nissan Leaf,75,Station_35,Houston,2024-01-17 15:00,2024-01-17 16:34,69.45,1.07,49.42,15.31,Morning,Thursday,27.56,63.29,150.1,37.9,7,Level 1,Casual Driver
401,User_401,Chevy Bolt,85,Station_119,San Francisco,2024-01-17 16:00,2024-01-17 16:44,66.19,2.5,2.54,13.99,Evening,Thursday,88.32,103.06,69.7,21.9,1,DC Fast Charger,Long-Distance Traveler
402,User_402,Hyundai Kona,75,Station_14,Los Angeles,2024-01-17 17:00,2024-01-17 19:41,13.66,0.8,14.33,8.28,Morning,Monday,62.25,82.89,209.1,36.1,3,Level 1,Casual Driver
403,User_403,Tesla Model 3,72,Station_14,New York,2024-01-17 18:00,2024-01-17 21:37,31.81,3.67,32.84,32.94,Evening,Tuesday,78.61,55.81,188.7,14.5,3,DC Fast Charger,Long-Distance Traveler
404,User_404,Hyundai Kona,62,Station_266,Houston,2024-01-17 19:00,2024-01-17 20:30,79.46,2.9,25.41,18.27,Evening,Wednesday,28.46,49.1,48.2,32.5,3,DC Fast Charger,Long-Distance Traveler
405,User_405,BMW i3,50,Station_140,New York,2024-01-17 20:00,2024-01-17 22:57,26.62,1.32,22.74,29.94,Afternoon,Sunday,59.93,69.52,193,28.9,5,Level 1,Long-Distance Traveler
406,User_406,Hyundai Kona,62,Station_294,Los Angeles,2024-01-17 21:00,2024-01-17 23:47,0,0.81,19.93,22.62,Morning,Saturday,45.15,83.96,284.8,29,4,Level 1,Commuter
407,User_407,Tesla Model 3,100,Station_364,Los Angeles,2024-01-17 22:00,2024-01-17 23:56,64.4,1.46,35.93,14.25,Evening,Tuesday,96.12,57.32,139.5,6,7,Level 2,Commuter
408,User_408,BMW i3,75,Station_119,San Francisco,2024-01-17 23:00,2024-01-18 01:14,41.59,3.31,39.75,35.66,Morning,Thursday,76.77,55.04,53.1,-3.2,5,DC Fast Charger,Casual Driver
409,User_409,Hyundai Kona,75,Station_238,Chicago,2024-01-18 00:00,2024-01-18 01:03,76.45,2.52,19.77,35.76,Afternoon,Friday,81.36,66.48,131.8,18.5,6,DC Fast Charger,Commuter
410,User_410,BMW i3,100,Station_34,New York,2024-01-18 01:00,2024-01-18 03:33,19.9,1.85,33.64,30.71,Morning,Thursday,14.37,93.02,10,22.2,7,DC Fast Charger,Long-Distance Traveler
411,User_411,Nissan Leaf,47,Station_169,San Francisco,2024-01-18 02:00,2024-01-18 04:19,25.1,3.78,24.43,30.55,Afternoon,Tuesday,19.64,65.47,289.5,-8.7,6,Level 2,Commuter
412,User_412,Nissan Leaf,50,Station_10,Houston,2024-01-18 03:00,2024-01-18 06:25,27.05,1.11,4.52,33.46,Afternoon,Monday,52.03,105.62,58.7,20.6,3,DC Fast Charger,Commuter
413,User_413,Hyundai Kona,50,Station_122,Chicago,2024-01-18 04:00,2024-01-18 05:02,30.18,2.97,40.18,7.26,Afternoon,Sunday,64.16,65.4,104.5,26.2,0,DC Fast Charger,Casual Driver
414,User_414,BMW i3,85,Station_401,San Francisco,2024-01-18 05:00,2024-01-18 07:07,15.34,3.39,43.5,30.95,Evening,Tuesday,41.89,95.38,172.3,36,0,Level 1,Long-Distance Traveler
415,User_415,Tesla Model 3,62,Station_145,New York,2024-01-18 06:00,2024-01-18 07:30,45.34,3.02,11.27,11.66,Night,Wednesday,78.22,74.81,277.6,38,0,Level 1,Commuter
416,User_416,Hyundai Kona,50,Station_451,Los Angeles,2024-01-18 07:00,2024-01-18 07:39,60.26,3.03,31.22,11.47,Evening,Saturday,51.19,66.23,176,6.9,7,Level 2,Commuter
417,User_417,Nissan Leaf,100,Station_446,Houston,2024-01-18 08:00,2024-01-18 11:31,5.65,0.64,11.67,25.63,Morning,Saturday,58.4,65.02,83.3,23.1,6,DC Fast Charger,Casual Driver
418,User_418,Nissan Leaf,85,Station_223,New York,2024-01-18 09:00,2024-01-18 10:53,32.49,0.78,47.26,7.59,Evening,Friday,84.13,76.17,143.6,17.2,0,Level 2,Casual Driver
419,User_419,Hyundai Kona,62,Station_371,Chicago,2024-01-18 10:00,2024-01-18 11:34,61.46,2.47,31.65,10.99,Evening,Friday,15.97,62.93,57.2,-9.5,0,Level 1,Long-Distance Traveler
420,User_420,BMW i3,85,Station_257,Chicago,2024-01-18 11:00,2024-01-18 12:46,41.58,1.08,35.42,7.27,Night,Thursday,45.89,90.42,149.9,21.3,0,DC Fast Charger,Casual Driver
421,User_421,Nissan Leaf,100,Station_268,Los Angeles,2024-01-18 12:00,2024-01-18 12:30,41.6,1.5,4.91,13.57,Morning,Tuesday,61.83,61.69,32,18.1,2,DC Fast Charger,Long-Distance Traveler
422,User_422,BMW i3,85,Station_359,Los Angeles,2024-01-18 13:00,2024-01-18 15:42,29.7,3.92,32.3,21.48,Afternoon,Saturday,42.99,50.44,180.5,8.2,4,Level 2,Long-Distance Traveler
423,User_423,Nissan Leaf,69,Station_4,Houston,2024-01-18 14:00,2024-01-18 15:49,72.72,0.68,32.25,28.12,Afternoon,Monday,28.9,57.74,151.6,4.5,2,DC Fast Charger,Commuter
424,User_424,Nissan Leaf,85,Station_426,Houston,2024-01-18 15:00,2024-01-18 15:44,61.93,0.8,25.27,27.12,Morning,Wednesday,73.66,93.03,0,7.7,3,DC Fast Charger,Commuter
425,User_425,Chevy Bolt,50,Station_397,Los Angeles,2024-01-18 16:00,2024-01-18 16:57,12.67,2.32,36.16,30.67,Evening,Thursday,75.3,65.45,199.3,25.3,3,Level 1,Commuter
426,User_426,Nissan Leaf,100,Station_354,Los Angeles,2024-01-18 17:00,2024-01-18 17:52,78.96,3.8,41.31,26.94,Night,Tuesday,50.09,74.79,91.3,37.2,6,Level 2,Commuter
427,User_427,Tesla Model 3,100,Station_106,Chicago,2024-01-18 18:00,2024-01-18 20:18,64.98,3.73,38.5,24.82,Night,Monday,67.11,66.71,133.7,1.2,2,Level 1,Commuter
428,User_428,Hyundai Kona,85,Station_85,Los Angeles,2024-01-18 19:00,2024-01-18 21:16,37.29,1.9,29.15,10.42,Morning,Tuesday,29.09,78.13,46.6,6.2,2,Level 2,Long-Distance Traveler
429,User_429,Hyundai Kona,100,Station_214,San Francisco,2024-01-18 20:00,2024-01-18 22:54,72.09,2.02,7.42,7.96,Morning,Monday,32.51,89.84,255.1,-3.3,3,Level 1,Commuter
430,User_430,BMW i3,62,Station_121,New York,2024-01-18 21:00,2024-01-18 23:22,65.75,0.88,42.51,20.24,Evening,Sunday,18.32,81.15,80.8,19,1,Level 2,Commuter
431,User_431,Nissan Leaf,4,Station_132,Los Angeles,2024-01-18 22:00,2024-01-19 00:07,42.87,2.19,33.88,6.19,Night,Tuesday,87.89,67.78,65.3,-5.6,2,DC Fast Charger,Commuter
432,User_432,Tesla Model 3,62,Station_338,Houston,2024-01-18 23:00,2024-01-19 01:50,33.4,2.46,14.42,15.41,Morning,Tuesday,23.34,68.14,23.1,27.3,2,DC Fast Charger,Long-Distance Traveler
433,User_433,BMW i3,62,Station_197,San Francisco,2024-01-19 00:00,2024-01-19 02:51,46.51,2.81,10.48,15.91,Evening,Sunday,70.98,94.38,223.3,38.5,5,Level 2,Casual Driver
434,User_434,Chevy Bolt,50,Station_19,Houston,2024-01-19 01:00,2024-01-19 03:48,74.54,3.59,16.94,28.37,Evening,Saturday,51.81,76.08,31.4,10.7,2,Level 2,Casual Driver
435,User_435,BMW i3,100,Station_130,San Francisco,2024-01-19 02:00,2024-01-19 02:57,53.84,0.95,25.61,39.91,Morning,Thursday,65.22,88.66,207.7,4.7,5,Level 2,Commuter
436,User_436,BMW i3,2,Station_12,Los Angeles,2024-01-19 03:00,2024-01-19 04:11,42.47,1.38,0,5.16,Night,Tuesday,31.21,95.21,51.9,32.5,4,Level 2,Casual Driver
437,User_437,Nissan Leaf,75,Station_81,New York,2024-01-19 04:00,2024-01-19 06:08,0,2.66,30.72,23.56,Afternoon,Tuesday,44.91,51.97,249.8,39.1,6,DC Fast Charger,Long-Distance Traveler
438,User_438,Chevy Bolt,100,Station_330,Houston,2024-01-19 05:00,2024-01-19 06:30,76.5,3.01,37.45,31.95,Evening,Thursday,24.87,58.71,59.6,45.8,2,Level 2,Commuter
439,User_439,BMW i3,62,Station_354,San Francisco,2024-01-19 06:00,2024-01-19 08:32,5.61,2.46,18.56,54.89,Afternoon,Thursday,42.53,64.4,127.3,5.3,7,DC Fast Charger,Long-Distance Traveler
440,User_440,Tesla Model 3,50,Station_262,Chicago,2024-01-19 07:00,2024-01-19 08:33,26.47,1.38,15.86,18.34,Evening,Friday,25.36,14.99,79.4,14.9,5,DC Fast Charger,Long-Distance Traveler
441,User_441,Tesla Model 3,50,Station_392,Los Angeles,2024-01-19 08:00,2024-01-19 09:00,6.87,1.49,42.84,23.71,Night,Friday,60.64,55.02,122.6,38.7,5,Level 2,Commuter
442,User_442,Hyundai Kona,68,Station_125,New York,2024-01-19 09:00,2024-01-19 10:50,21.58,1.27,32.63,29.88,Afternoon,Saturday,14.54,87.11,124.1,-5.9,5,DC Fast Charger,Long-Distance Traveler
443,User_443,Chevy Bolt,75,Station_307,Los Angeles,2024-01-19 10:00,2024-01-19 13:50,7.57,3.27,40.84,36.54,Morning,Thursday,55.75,53.49,299.6,26.7,1,Level 2,Commuter
444,User_444,Chevy Bolt,100,Station_267,Chicago,2024-01-19 11:00,2024-01-19 11:39,49.55,0.67,27.01,5.38,Evening,Sunday,48.44,92.5,60.6,36.8,7,DC Fast Charger,Long-Distance Traveler
445,User_445,Hyundai Kona,85,Station_447,New York,2024-01-19 12:00,2024-01-19 12:37,72.83,1.61,45.38,5.71,Morning,Wednesday,81.63,52.32,0,31.8,1,Level 2,Casual Driver
446,User_446,BMW i3,100,Station_441,Chicago,2024-01-19 13:00,2024-01-19 15:58,71.13,0.82,14.17,11.35,Morning,Saturday,78.36,91.25,50.6,-1.7,5,Level 2,Casual Driver
447,User_447,Chevy Bolt,100,Station_383,Los Angeles,2024-01-19 14:00,2024-01-19 17:54,36.24,0.7,12.83,9.74,Night,Monday,83.71,52.59,125.2,-7.5,6,Level 1,Casual Driver
448,User_448,Tesla Model 3,127,Station_140,San Francisco,2024-01-19 15:00,2024-01-19 16:28,53.4,3.43,49.77,15.32,Morning,Thursday,51.06,50.98,215.5,31.6,6,Level 1,Long-Distance Traveler
449,User_449,Tesla Model 3,107,Station_329,Los Angeles,2024-01-19 16:00,2024-01-19 19:27,5.75,0.58,7.01,20.65,Evening,Friday,60.71,67.3,140,17,3,Level 2,Commuter
450,User_450,Nissan Leaf,62,Station_2,Los Angeles,2024-01-19 17:00,2024-01-19 20:46,9.74,3.07,3.65,39.66,Morning,Tuesday,75.78,97.16,157.9,13.5,4,Level 1,Casual Driver
451,User_451,Chevy Bolt,85,Station_8,Los Angeles,2024-01-19 18:00,2024-01-19 21:47,39.46,1.65,41,21.67,Morning,Thursday,72.99,64.45,53.9,-1.3,2,DC Fast Charger,Commuter
452,User_452,BMW i3,85,Station_250,Houston,2024-01-19 19:00,2024-01-19 19:59,63.83,2.46,38.14,6.76,Evening,Thursday,11.08,74.41,296,13.9,2,Level 2,Casual Driver
453,User_453,Hyundai Kona,85,Station_139,Chicago,2024-01-19 20:00,2024-01-19 22:54,72.95,3.76,14.79,10.52,Morning,Friday,38.58,78.14,14.9,34.4,2,Level 2,Casual Driver
454,User_454,Hyundai Kona,62,Station_124,Chicago,2024-01-19 21:00,2024-01-20 00:52,21.1,3.47,37.26,25.55,Night,Friday,66.2,78.7,197.8,-3.5,1,Level 2,Long-Distance Traveler
455,User_455,BMW i3,62,Station_309,Chicago,2024-01-19 22:00,2024-01-19 22:49,58.79,2.47,34.24,19.22,Evening,Wednesday,63.05,97.72,30,-4.1,7,Level 1,Casual Driver
456,User_456,Nissan Leaf,62,Station_228,Houston,2024-01-19 23:00,2024-01-20 00:17,65.18,2.41,38.58,33.19,Night,Saturday,17.73,82.79,254.2,17.1,1,Level 1,Commuter
457,User_457,Hyundai Kona,85,Station_10,San Francisco,2024-01-20 00:00,2024-01-20 03:50,72.55,0.36,35.11,32.07,Morning,Friday,61.85,64.37,44.4,9.7,0,DC Fast Charger,Commuter
458,User_458,Chevy Bolt,100,Station_469,Los Angeles,2024-01-20 01:00,2024-01-20 03:39,57.56,3.34,13.04,14.26,Afternoon,Friday,55.28,93.58,249.4,24.2,2,Level 1,Casual Driver
459,User_459,Nissan Leaf,52,Station_212,San Francisco,2024-01-20 02:00,2024-01-20 03:06,67.41,3.04,48.63,11.13,Night,Friday,93.25,69.23,206.5,32.4,6,Level 1,Commuter
460,User_460,Chevy Bolt,75,Station_112,Houston,2024-01-20 03:00,2024-01-20 05:38,21.03,2.84,8.33,8.85,Night,Saturday,16,70.41,157.7,35.8,2,DC Fast Charger,Commuter
461,User_461,Tesla Model 3,62,Station_8,Chicago,2024-01-20 04:00,2024-01-20 06:41,16.47,1.77,22.11,24.11,Morning,Tuesday,90.7,91.82,141.3,39.9,0,Level 2,Commuter
462,User_462,Nissan Leaf,50,Station_292,Los Angeles,2024-01-20 05:00,2024-01-20 07:09,78.31,2.4,11.81,29.76,Afternoon,Thursday,18.94,51.59,20.6,4.7,1,Level 2,Commuter
463,User_463,Hyundai Kona,85,Station_477,New York,2024-01-20 06:00,2024-01-20 07:23,38.6,3.91,31.47,22.31,Evening,Thursday,52.9,72.18,116.3,2,6,DC Fast Charger,Commuter
464,User_464,Nissan Leaf,85,Station_362,New York,2024-01-20 07:00,2024-01-20 09:31,26.57,1.07,43.38,32.63,Afternoon,Friday,13.35,65.43,32.8,37.7,7,Level 1,Casual Driver
465,User_465,Nissan Leaf,100,Station_460,San Francisco,2024-01-20 08:00,2024-01-20 08:54,23.02,2.65,7,5.06,Evening,Sunday,62.42,91.38,230.8,4.6,6,DC Fast Charger,Commuter
466,User_466,Nissan Leaf,85,Station_253,Chicago,2024-01-20 09:00,2024-01-20 11:40,62.05,1.18,31.37,35.34,Morning,Sunday,88.13,58.36,205.2,11,5,DC Fast Charger,Commuter
467,User_467,Nissan Leaf,85,Station_14,New York,2024-01-20 10:00,2024-01-20 10:38,58.09,2.65,7.07,30.93,Afternoon,Saturday,42.04,99.21,39.4,-6.2,4,Level 2,Casual Driver
468,User_468,Chevy Bolt,75,Station_240,San Francisco,2024-01-20 11:00,2024-01-20 14:53,63.3,0.83,30.69,5.54,Morning,Wednesday,37.27,70.75,0,8,4,Level 1,Long-Distance Traveler
469,User_469,Tesla Model 3,39,Station_438,Houston,2024-01-20 12:00,2024-01-20 15:51,21,1.86,26.23,33.58,Night,Friday,32.28,58.87,216.7,37.2,7,Level 2,Commuter
470,User_470,BMW i3,62,Station_242,San Francisco,2024-01-20 13:00,2024-01-20 14:03,36.32,2.01,19.41,32.62,Afternoon,Saturday,22.32,89.41,254.3,-1.5,1,Level 2,Long-Distance Traveler
471,User_471,Nissan Leaf,130,Station_469,San Francisco,2024-01-20 14:00,2024-01-20 15:12,65.45,3.92,47.44,11.06,Evening,Saturday,17.57,99.94,117.9,10.8,0,DC Fast Charger,Long-Distance Traveler
472,User_472,Hyundai Kona,85,Station_342,San Francisco,2024-01-20 15:00,2024-01-20 16:43,46.92,2.22,38.7,16.96,Night,Wednesday,48.06,81.16,129.3,11.8,6,Level 2,Casual Driver
473,User_473,Nissan Leaf,62,Station_149,Los Angeles,2024-01-20 16:00,2024-01-20 18:03,45.36,1.46,0,34.75,Evening,Saturday,86.24,85.21,191.3,29.7,6,Level 2,Long-Distance Traveler
474,User_474,Hyundai Kona,75,Station_236,San Francisco,2024-01-20 17:00,2024-01-20 17:51,44.73,1.35,36.47,23.68,Night,Thursday,84.84,62.85,174.4,12.8,0,Level 2,Long-Distance Traveler
475,User_475,Chevy Bolt,100,Station_306,San Francisco,2024-01-20 18:00,2024-01-20 19:39,57.86,3.1,40.17,36.94,Evening,Wednesday,43.73,96.36,129.6,-7.5,5,Level 1,Long-Distance Traveler
